Date,Open,High,Low,Close,Adj. Close,Volume
"Jan 3, 2025",895.50,897.63,873.15,874.60,862.94,"24,426,194"
"Jan 2, 2025",888.55,901.72,886.50,896.88,884.91,"18,558,576"
"Jan 1, 2025",886.72,897.00,880.55,891.38,879.49,"7,313,806"
"Dec 31, 2024",885.15,890.90,882.80,886.42,874.60,"14,117,236"
"Dec 30, 2024",896.10,907.50,885.50,888.95,877.09,"22,222,218"
"Dec 27, 2024",897.40,902.97,894.55,899.13,887.13,"7,259,330"
"Dec 26, 2024",899.28,906.00,890.38,895.38,883.43,"10,481,678"
"Dec 24, 2024",901.03,904.35,894.78,899.05,887.06,"14,485,834"
"Dec 23, 2024",891.00,903.00,890.65,900.50,888.49,"11,044,592"
"Dec 20, 2024",891.10,898.78,883.53,885.75,873.94,"25,692,348"
"Dec 19, 2024",899.80,900.55,889.50,896.75,884.79,"25,380,770"
"Dec 18, 2024",914.92,918.00,903.58,905.35,893.28,"23,422,312"
"Dec 17, 2024",928.17,931.17,913.25,916.63,904.40,"21,079,532"
"Dec 16, 2024",932.55,934.97,927.63,932.60,920.16,"13,107,082"
"Dec 13, 2024",931.25,937.50,914.63,935.88,923.39,"19,009,002"
"Dec 12, 2024",925.50,934.33,924.35,929.63,917.23,"17,293,790"
"Dec 11, 2024",930.85,935.95,928.38,931.55,919.13,"14,045,426"
"Dec 10, 2024",938.85,938.85,929.28,934.05,921.59,"13,325,480"
"Dec 9, 2024",926.83,940.00,924.50,935.00,922.53,"26,947,912"
"Dec 6, 2024",928.50,932.10,922.00,927.92,915.55,"17,783,156"
"Dec 5, 2024",930.00,939.97,917.60,932.88,920.43,"39,682,714"
"Dec 4, 2024",919.00,932.50,915.58,930.05,917.65,"44,669,084"
"Dec 3, 2024",911.35,918.70,908.05,913.15,900.97,"43,410,242"
"Dec 2, 2024",901.75,904.08,887.50,902.35,890.32,"15,110,876"
"Nov 29, 2024",900.65,902.30,891.45,898.03,886.05,"27,669,536"
"Nov 28, 2024",909.50,918.05,894.00,896.58,884.62,"35,722,392"
"Nov 27, 2024",894.95,908.67,892.58,906.15,894.06,"32,714,976"
